round_id,settled_at,token_symbol,predicted_rank,actual_rank,rank_difference,is_breakeven,prediction_score,absolute_score,relative_score,predicted_final_value,risk_adjusted_score,total_games,wins,top3,win_rate,top3_rate,avg_rank,avg_value,value_stddev,change_5m,change_1h,change_4h,change_24h,h2h_score,h2h_data_available,hybrid_predicted_rank,hybrid_rank_difference,hybrid_final_score,hybrid_elo_prob,hybrid_mom_score,hybrid_confidence
ojoCap_1752134358000,"2025-07-10 08:00:08",SHIB,3,1,2,1,76.44,70.4,58.52,68.97,76.44,16,3,11,18.8,68.8,2.94,0.0002,0.0005,,-0.08,,4.34,58.52380952381,1,5,4,34,38.2,25,50
ojoCap_1752134358000,"2025-07-10 08:00:08",CHILLGUY,4,2,2,1,69.22,62.8,54.9,61.85,69.22,13,3,8,23.1,61.5,2.92,-0.0005,0.0025,-0.05,1.05,,14.29,54.904761904762,1,4,2,39,32.6,50,50
ojoCap_1752134358000,"2025-07-10 08:00:08",APT,5,4,1,0,59.79,54.8,51.1,54.36,59.79,15,0,8,0,53.3,3.4,0.0001,0.0008,,,,,51.095238095238,1,1,3,65.7,46.8,100,51.1
ojoCap_1752134298000,"2025-07-10 07:59:08",NEAR,1,5,4,0,84.32,78.2,62.24,75.9,84.32,13,4,10,30.8,76.9,2.62,0.0003,0.0009,,0.34,,5.03,62.238095238095,1,3,2,61.1,54,75,50
ojoCap_1752134298000,"2025-07-10 07:59:08",XLM,2,2,0,1,75.14,64.1,55.52,62.87,75.14,16,4,10,25,62.5,3,0.0003,0.0011,,,,10.89,55.52380952381,1,2,0,68.3,78.4,50,50
ojoCap_1752134298000,"2025-07-10 07:59:08",WIF,3,1,2,1,65.06,52,100,58.91,65.06,20,4,10,20,50,3.15,0,0.0012,,,,0.46,100,1,5,4,24.2,37.8,0,50
ojoCap_1752134298000,"2025-07-10 07:59:08",COOKIE,4,4,0,0,60.19,54.6,51,54.08,60.19,17,1,9,5.9,52.9,3.41,-0.0006,0.0014,0.12,-0.38,,10.88,51,1,4,0,25.5,26.4,25,50
ojoCap_1752134298000,"2025-07-10 07:59:08",APT,5,3,2,1,48.40,51.4,0,44,48.4,14,0,7,0,50,3.43,0.0001,0.0008,,,,,0,1,1,2,69.2,53.4,100,50.2
ojoCap_1752134238000,"2025-07-10 07:58:08",NXPC,1,1,0,1,76.42,70.5,58.57,69.07,76.42,13,0,9,0,69.2,2.92,0,0.0007,-0.01,1.21,,2.81,58.571428571429,1,2,1,51.4,65.2,25,50
ojoCap_1752134238000,"2025-07-10 07:58:08",COOKIE,2,5,3,0,64.26,57.9,52.57,57.26,64.26,16,1,9,6.3,56.3,3.31,-0.0005,0.0013,,-0.5,,10.76,52.571428571429,1,5,0,23.7,36.9,0,50
ojoCap_1752134238000,"2025-07-10 07:58:08",LINK,3,3,0,1,64.00,58.5,52.86,57.82,64,14,1,8,7.1,57.1,3.14,0.0002,0.0004,,0.3,,1.95,52.857142857143,1,1,2,73.7,60,100,54.4
ojoCap_1752134238000,"2025-07-10 07:58:08",ONDO,4,4,0,0,62.47,57.4,52.33,56.79,62.47,18,4,10,22.2,55.6,3,0.0002,0.0008,,,,,52.333333333333,1,4,0,50,50.4,50,50
ojoCap_1752134238000,"2025-07-10 07:58:08",APT,5,2,3,1,52.27,47.5,47.62,47.51,52.27,13,0,6,0,46.2,3.54,0.0001,0.0008,,,,,47.619047619048,1,3,1,50.2,37.5,75,50
ojoCap_1752134178000,"2025-07-10 07:57:08",OP,1,4,3,0,87.29,81,63.57,78.91,87.29,10,2,8,20,80,2.4,0,0.0003,0.06,-0.26,,7.62,63.571428571429,1,2,2,60,64.9,50,50
ojoCap_1752134178000,"2025-07-10 07:57:08",ARB,2,1,1,1,74.68,68.8,57.76,67.48,74.68,21,6,14,28.6,66.7,2.81,0.0002,0.0009,0.08,0.09,,6.06,57.761904761905,1,5,4,35.9,55.4,0,50
ojoCap_1752134178000,"2025-07-10 07:57:08",SOL,3,3,0,1,69.51,62.8,54.9,61.85,69.51,13,4,8,30.8,61.5,2.62,0,0.0006,,,,2.68,54.904761904762,1,1,2,67.9,50,100,51.6
ojoCap_1752134178000,"2025-07-10 07:57:08",AIXBT,4,5,1,0,65.67,60.5,53.81,59.7,65.67,17,6,10,35.3,58.8,2.71,0.0003,0.0015,,,,,53.809523809524,1,4,1,39.9,47.5,25,50
ojoCap_1752134178000,"2025-07-10 07:57:08",LINK,5,2,3,1,60.49,55.1,51.24,54.64,60.49,13,1,7,7.7,53.8,3.23,0.0002,0.0004,,0.3,,1.95,51.238095238095,1,3,1,47.2,32.2,75,50
ojoCap_1752134118000,"2025-07-10 07:56:08",TRX,1,2,1,1,92.23,89.1,67.43,86.5,92.23,16,8,14,50,87.5,1.94,0.0001,0.0002,,,,-5.31,67.428571428571,1,1,1,65.3,73.6,50,52.4
ojoCap_1752134118000,"2025-07-10 07:56:08",RENDER,2,3,1,1,87.94,81,63.57,78.91,87.94,10,1,8,10,80,2.9,0,0.0005,,0.6,,6.53,63.571428571429,1,3,0,52.2,26.1,100,50
ojoCap_1752134118000,"2025-07-10 07:56:08",SHIB,3,5,2,0,82.83,76.6,61.48,74.79,82.83,16,4,12,25,75,2.69,0.0002,0.0005,,-0.08,,4.34,61.47619047619,1,5,0,33.3,50.6,0,50
ojoCap_1752134118000,"2025-07-10 07:56:08",PEPE,4,1,3,1,70.61,64.1,55.52,63.07,70.61,16,3,10,18.8,62.5,3,0.0001,0.0009,,0.11,,8.63,55.52380952381,1,2,1,53.2,68.6,25,50
ojoCap_1752134118000,"2025-07-10 07:56:08",GOAT,5,4,1,0,66.96,61.5,54.29,60.63,66.96,15,4,9,26.7,60,2.93,0.0001,0.0013,-0.59,-0.2,,6.72,54.285714285714,1,4,0,46.9,31.1,75,50
ojoCap_1752134058000,"2025-07-10 07:55:08",UNI,1,1,0,1,81.54,74.8,60.62,73.1,81.54,15,4,11,26.7,73.3,2.73,-0.0001,0.001,,-0.07,,8.44,60.619047619048,1,2,1,54.9,44.2,75,50
ojoCap_1752134058000,"2025-07-10 07:55:08",AVAX,2,3,1,1,76.95,70.5,58.57,69.07,76.95,13,1,9,7.7,69.2,3.08,0.0003,0.0006,,0.36,,6,58.571428571429,1,1,2,76.6,64.1,100,54.3
ojoCap_1752134058000,"2025-07-10 07:55:08",DOT,3,2,1,1,69.26,64,55.48,62.98,69.26,21,4,13,19,61.9,2.95,0,0.0007,,,,-0.02,55.47619047619,1,3,1,48.8,48.5,50,50
ojoCap_1752134058000,"2025-07-10 07:55:08",WIF,4,5,1,0,57.16,52,49.76,51.73,57.16,20,4,10,20,50,3.15,0,0.0012,,,,0.46,49.761904761905,1,4,1,43.2,66.8,0,50
ojoCap_1752134058000,"2025-07-10 07:55:08",XRP,5,4,1,0,30.41,29.6,39.1,30.74,30.41,18,1,5,5.6,27.8,3.67,0.0001,0.0003,,,,-6.19,39.095238095238,1,5,1,25.7,26.3,25,50
ojoCap_1752133998000,"2025-07-10 07:54:08",RENDER,1,5,4,0,97.01,89.8,67.76,87.16,97.01,9,1,8,11.1,88.9,2.67,0,0.0005,,0.59,,6.53,67.761904761905,1,3,2,51.7,38.8,75,50
ojoCap_1752133998000,"2025-07-10 07:54:08",ADA,2,4,2,0,74.38,68.5,57.62,67.19,74.38,18,2,12,11.1,66.7,2.89,0.0001,0.0005,-0.55,1.15,,5.52,57.619047619048,1,1,3,79.8,69.6,100,55.6
ojoCap_1752133998000,"2025-07-10 07:54:08",BONK,3,1,2,1,73.42,67.6,57.19,66.35,73.42,9,3,6,33.3,66.7,2.67,0.0007,0.0015,0.29,1.25,,1.4,57.190476190476,1,4,3,34.7,53.8,0,50
ojoCap_1752133998000,"2025-07-10 07:54:08",PEPE,4,2,2,1,68.02,61.5,54.29,60.63,68.02,15,3,9,20,60,3.07,0.0001,0.0009,,0.33,,8.63,54.285714285714,1,2,0,51.8,65.5,25,50
ojoCap_1752133998000,"2025-07-10 07:54:08",VANA,5,3,2,1,56.85,51.4,49.48,51.17,56.85,14,1,7,7.1,50,3.36,-0.0003,0.0009,,-0.11,,4.45,49.47619047619,1,5,2,32.3,22.2,50,50
ojoCap_1752133938000,"2025-07-10 07:53:08",DOT,1,4,3,0,72.36,67,56.9,65.79,72.36,20,4,13,20,65,2.9,0,0.0007,,,,-0.02,56.904761904762,1,1,3,66.7,48,100,50.5
ojoCap_1752133938000,"2025-07-10 07:53:08",GOAT,2,5,3,0,71.68,65.7,56.29,64.57,71.68,14,4,9,28.6,64.3,2.79,0.0004,0.001,0.27,0.37,,7.37,56.285714285714,1,5,0,38.1,59.4,0,50
ojoCap_1752133938000,"2025-07-10 07:53:08",PEPE,3,1,2,1,64.93,58.5,52.86,57.82,64.93,14,2,8,14.3,57.1,3.21,0.0001,0.001,,0.33,,8.63,52.857142857143,1,2,1,64.3,58.3,75,50
ojoCap_1752133938000,"2025-07-10 07:53:08",IO,4,3,1,1,64.40,58.5,52.86,57.82,64.4,14,2,8,14.3,57.1,3,0,0.0009,-0.05,1.29,,7.84,52.857142857143,1,4,1,39.7,48.3,25,50
ojoCap_1752133938000,"2025-07-10 07:53:08",TRUMP,5,2,3,1,36.40,32.1,40.29,33.08,36.4,13,1,4,7.7,30.8,3.69,0.0001,0.0007,,,,0.01,40.285714285714,1,3,1,41.3,36,50,50
ojoCap_1752133878000,"2025-07-10 07:52:08",UNI,1,5,4,0,86.37,80,63.1,77.97,86.37,14,4,11,28.6,78.6,2.57,0,0.001,0.06,0.03,,8.49,63.095238095238,1,1,4,56.3,46.6,75,50
ojoCap_1752133878000,"2025-07-10 07:52:08",MOVE,2,1,1,1,82.24,76.6,61.48,74.79,82.24,16,9,12,56.3,75,2.13,0.0009,0.0022,,-0.02,,-0.09,61.47619047619,1,4,3,51.9,80.3,0,50
ojoCap_1752133878000,"2025-07-10 07:52:08",NXPC,3,3,0,1,68.90,62.8,54.9,61.85,68.9,13,0,8,0,61.5,3.08,0,0.0007,,1.2,,2.69,54.904761904762,1,3,0,53.6,56,50,50
ojoCap_1752133878000,"2025-07-10 07:52:08",AIXBT,4,2,2,1,65.67,60.5,53.81,59.7,65.67,17,6,10,35.3,58.8,2.76,0.0003,0.0015,,,,,53.809523809524,1,5,3,30.5,34,25,50
ojoCap_1752133878000,"2025-07-10 07:52:08",TRUMP,5,4,1,0,44.33,39.8,43.95,40.3,44.33,13,1,5,7.7,38.5,3.62,0.0002,0.0006,,,,0.01,43.952380952381,1,2,2,56.3,33.1,100,50
ojoCap_1752133818000,"2025-07-10 07:51:08",AVAX,1,1,0,1,74.32,67.9,57.33,66.63,74.32,12,0,8,0,66.7,3.25,0.0003,0.0006,,0.49,,6,57.333333333333,1,1,0,59.9,38.8,100,50.3
ojoCap_1752133818000,"2025-07-10 07:51:08",GOAT,2,2,0,1,68.41,62.8,54.9,61.85,68.41,13,4,8,30.8,61.5,2.85,0.0003,0.001,-0.44,0.08,,6.97,54.904761904762,1,3,1,56.4,59.6,50,50
ojoCap_1752133818000,"2025-07-10 07:51:08",NXPC,3,3,0,1,65.50,59.5,53.33,58.76,65.5,12,0,7,0,58.3,3.08,0,0.0007,,1.2,,2.7,53.333333333333,1,2,1,58.5,77.2,25,50
ojoCap_1752133818000,"2025-07-10 07:51:08",VANA,4,4,0,0,60.72,55.1,51.24,54.64,60.72,13,1,7,7.7,53.8,3.31,-0.0003,0.0009,,-0.11,,4.87,51.238095238095,1,4,0,50.7,37.5,75,50
ojoCap_1752133818000,"2025-07-10 07:51:08",XRP,5,5,0,0,34.67,31.1,39.81,32.15,34.67,17,1,5,5.9,29.4,3.59,0.0001,0.0003,,0.38,,-6.19,39.809523809524,1,5,0,24.2,36.8,0,50
ojoCap_1752133758000,"2025-07-10 07:50:08",NEAR,1,5,4,0,91.24,84.5,65.24,82.19,91.24,12,4,10,33.3,83.3,2.42,0.0004,0.0009,,0.34,,5.03,65.238095238095,1,4,1,53.6,69.1,25,50
ojoCap_1752133758000,"2025-07-10 07:50:08",UNI,2,3,1,1,84.51,78.2,62.24,76.28,84.51,13,4,10,30.8,76.9,2.54,0,0.001,-0.15,0.25,,8.55,62.238095238095,1,3,0,56.1,46.3,75,50
ojoCap_1752133758000,"2025-07-10 07:50:08",AAVE,3,4,1,0,81.85,76.2,61.29,74.41,81.85,12,5,9,41.7,75,2.33,0.0002,0.0009,,,,,61.285714285714,1,1,3,65.4,47.3,100,51.6
ojoCap_1752133758000,"2025-07-10 07:50:08",POPCAT,4,1,3,1,68.13,62,54.52,61.1,68.13,20,5,12,25,60,3.2,0.0001,0.0016,-0.29,0.26,,13.68,54.52380952381,1,2,1,57.1,60.3,50,50
ojoCap_1752133758000,"2025-07-10 07:50:08",OM,5,2,3,1,61.23,55.6,51.48,55.11,61.23,11,1,6,9.1,54.5,3.27,0.0001,0.0005,,0.45,,3.11,51.47619047619,1,5,3,17.4,27,0,50
ojoCap_1752133698000,"2025-07-10 07:49:08",OP,1,3,2,1,87.02,81,63.57,78.49,87.02,10,3,8,30,80,2.2,0.0001,0.0003,0.03,0.54,,8.17,63.571428571429,1,3,0,47.3,72.7,0,50
ojoCap_1752133698000,"2025-07-10 07:49:08",ETH,2,2,0,1,81.44,75.6,61,73.5,81.44,19,0,14,0,73.7,3.05,-0.0001,0.0004,-0.24,,,6.38,61,1,1,1,70.5,54.4,100,50.3
ojoCap_1752133698000,"2025-07-10 07:49:08",DOT,3,5,2,0,75.45,70.3,58.48,68.6,75.45,19,4,13,21.1,68.4,2.79,0.0001,0.0007,,,,-0.02,58.47619047619,1,2,3,69.2,66.5,75,50
ojoCap_1752133698000,"2025-07-10 07:49:08",WIF,4,1,3,1,64.24,54.5,80,58.17,64.24,21,4,11,19,52.4,3.14,0,0.0012,,,,0.46,80,1,4,3,33.9,25.7,50,50
ojoCap_1752133698000,"2025-07-10 07:49:08",APT,5,4,1,0,51.75,51.6,20,47.05,51.75,16,1,8,6.3,50,3.38,0,0.0009,,,,,20,1,5,1,28.5,30.8,25,50
ojoCap_1752133638000,"2025-07-10 07:48:08",AVAX,1,5,4,0,80.43,73.8,60.14,72.16,80.43,11,0,8,0,72.7,3.09,0.0003,0.0006,,0.56,,6,60.142857142857,1,2,3,46.9,58.4,25,50
ojoCap_1752133638000,"2025-07-10 07:48:08",XLM,2,1,1,1,79.91,68.5,57.62,67.19,79.91,18,4,12,22.2,66.7,2.89,0.0004,0.0011,,,,10.91,57.619047619048,1,1,0,79,67.7,100,56.4
ojoCap_1752133638000,"2025-07-10 07:48:08",LINK,3,4,1,0,66.95,61.5,54.29,60.63,66.95,15,2,9,13.3,60,3.07,0.0004,0.001,0.16,0.42,,1.75,54.285714285714,1,5,1,35.9,55.6,0,50
ojoCap_1752133638000,"2025-07-10 07:48:08",IO,4,2,2,1,64.52,58.5,52.86,57.82,64.52,14,3,8,21.4,57.1,2.93,0,0.0009,0.12,1.56,,8.15,52.857142857143,1,4,2,42.6,38.1,50,50
ojoCap_1752133638000,"2025-07-10 07:48:08",COOKIE,5,2,3,1,55.21,48.8,48.24,48.73,55.21,17,1,8,5.9,47.1,3.47,-0.0004,0.0013,,0.32,,10.7,48.238095238095,1,3,1,45.6,30.2,75,50
ojoCap_1752133578000,"2025-07-10 07:47:08",XLM,1,1,0,1,77.75,66.4,56.62,65.23,77.75,17,3,11,17.6,64.7,3,0.0002,0.0007,,,,10.91,56.619047619048,1,3,2,48.2,47.3,50,50
ojoCap_1752133578000,"2025-07-10 07:47:08",AVAX,2,2,0,1,77.58,71,58.81,69.54,77.58,10,0,7,0,70,3.2,0.0003,0.0006,,0.63,,6,58.809523809524,1,5,3,29.7,45.3,0,50
ojoCap_1752133578000,"2025-07-10 07:47:08",GOAT,3,3,0,1,68.91,62.8,54.9,61.85,68.91,13,4,8,30.8,61.5,2.77,0.0002,0.001,0.75,0.72,,7.55,54.904761904762,1,4,1,47.3,59.6,25,50
ojoCap_1752133578000,"2025-07-10 07:47:08",OM,4,4,0,0,66.80,61,54.05,60.17,66.8,10,1,6,10,60,3.2,0,0.0005,,0.45,,3.11,54.047619047619,1,2,2,50.8,38.5,75,50
ojoCap_1752133578000,"2025-07-10 07:47:08",BNB,5,5,0,0,60.50,55.1,51.24,54.64,60.5,13,1,7,7.7,53.8,3.38,-0.0001,0.0002,,0.88,,0.27,51.238095238095,1,1,4,74,59.3,100,54.6
ojoCap_1752133518000,"2025-07-10 07:46:08",DOT,1,2,1,1,75.76,70.3,58.48,68.88,75.76,19,4,13,21.1,68.4,2.84,0,0.0006,,,,-0.02,58.47619047619,1,1,1,81.4,71.3,100,51.6
ojoCap_1752133518000,"2025-07-10 07:46:08",POPCAT,2,3,1,1,66.18,59.8,53.48,59.04,66.18,19,5,11,26.3,57.9,3.21,0.0001,0.0017,0.04,1.04,,14.64,53.47619047619,1,2,1,73.5,72.4,75,50
ojoCap_1752133518000,"2025-07-10 07:46:08",PEPE,3,1,2,1,64.19,58.5,52.86,57.82,64.19,14,1,8,7.1,57.1,3.36,0,0.0009,-0.48,0.59,,8.62,52.857142857143,1,3,2,40.2,34.7,50,50
ojoCap_1752133518000,"2025-07-10 07:46:08",XRP,4,4,0,0,38.79,35.1,41.71,35.89,38.79,18,1,6,5.6,33.3,3.56,0,0.0003,,0.38,,-6.19,41.714285714286,1,5,1,22.4,33.9,0,50
ojoCap_1752133518000,"2025-07-10 07:46:08",TON,5,5,0,0,33.50,29.3,38.95,30.46,33.5,7,1,2,14.3,28.6,3.29,-0.0001,0.0003,,,,,38.952380952381,1,4,1,32.8,37.8,25,50
ojoCap_1752133458000,"2025-07-10 07:45:08",RENDER,1,2,1,1,94.85,88.3,67.05,85.75,94.85,8,1,7,12.5,87.5,2.75,0.0002,0.0004,-0.39,0.88,,6.53,67.047619047619,1,2,0,57.4,47.6,75,50
ojoCap_1752133458000,"2025-07-10 07:45:08",WIF,2,4,2,0,62.31,57,52.14,56.42,62.31,20,4,11,20,55,3.1,0.0001,0.0012,,,,0.46,52.142857142857,1,5,1,33.6,51.9,0,50
ojoCap_1752133458000,"2025-07-10 07:45:08",IO,3,3,0,1,60.75,55.1,51.24,54.64,60.75,13,3,7,23.1,53.8,2.92,0.0001,0.0009,-0.62,1.32,,7.9,51.238095238095,1,4,1,46.4,44.1,50,50
ojoCap_1752133458000,"2025-07-10 07:45:08",APT,4,5,1,0,59.79,54.8,51.1,54.36,59.79,15,1,8,6.7,53.3,3.27,0.0001,0.0008,,,,,51.095238095238,1,1,4,58.2,75.7,25,50.2
ojoCap_1752133458000,"2025-07-10 07:45:08",BTC,5,1,4,1,39.02,34.5,41.43,35.33,39.02,12,3,4,25,33.3,3.42,0.0002,0.0003,-0.06,0.05,,2.3,41.428571428571,1,3,2,55.5,30.8,100,50
ojoCap_1752133398000,"2025-07-10 07:44:08",NEAR,1,3,2,1,91.32,84.5,65.24,82.19,91.32,12,5,10,41.7,83.3,2.25,0.0004,0.0009,,0.53,,5.03,65.238095238095,1,3,0,48.2,73.4,0,50
ojoCap_1752133398000,"2025-07-10 07:44:08",AAVE,2,5,3,0,81.85,76.2,61.29,74.41,81.85,12,5,9,41.7,75,2.25,0.0002,0.0009,,,,,61.285714285714,1,1,4,71,68.4,75,53.5
ojoCap_1752133398000,"2025-07-10 07:44:08",ARB,3,1,2,1,64.04,58.5,52.86,57.82,64.04,25,5,14,20,56,3.08,0.0002,0.0008,-0.42,0.62,,6.19,52.857142857143,1,2,1,53.4,28.9,100,50
ojoCap_1752133398000,"2025-07-10 07:44:08",APT,4,2,2,1,56.29,51.4,49.48,51.17,56.29,14,1,7,7.1,50,3.36,0.0001,0.0008,,,,,49.47619047619,1,4,2,46.7,44.7,50,50
ojoCap_1752133398000,"2025-07-10 07:44:08",TRUMP,5,4,1,0,41.55,37.1,42.67,37.77,41.55,14,1,5,7.1,35.7,3.71,0,0.0007,,,,0.01,42.666666666667,1,5,1,30.8,34.5,25,50
ojoCap_1752133338000,"2025-07-10 07:43:08",UNI,1,3,2,1,83.57,76.2,61.29,74.41,83.57,12,4,9,33.3,75,2.5,0,0.0011,,1.04,,9.39,61.285714285714,1,3,0,41.9,37.9,50,50
ojoCap_1752133338000,"2025-07-10 07:43:08",WLD,2,4,2,0,83.12,74.8,60.62,73.1,83.12,15,2,11,13.3,73.3,2.73,0.0001,0.0006,,,,4.93,60.619047619048,1,1,3,71.8,56.1,100,50.1
ojoCap_1752133338000,"2025-07-10 07:43:08",MOVE,3,1,2,1,80.37,74.8,60.62,73.1,80.37,15,8,11,53.3,73.3,2.2,0.0007,0.0022,,-0.06,,-0.09,60.619047619048,1,2,1,71.6,69.9,75,50
ojoCap_1752133338000,"2025-07-10 07:43:08",NXPC,4,2,2,1,61.07,55.6,51.48,55.11,61.07,11,0,6,0,54.5,3.18,0,0.0007,0.09,1.21,,2.66,51.47619047619,1,4,2,36.6,56.8,0,50
ojoCap_1752133338000,"2025-07-10 07:43:08",COOKIE,5,5,0,0,57.37,51.6,49.57,51.36,57.37,16,1,8,6.3,50,3.38,-0.0005,0.0013,-0.07,0.59,,11.34,49.571428571429,1,5,0,28.3,29.2,25,50
ojoCap_1752133278000,"2025-07-10 07:42:08",CHILLGUY,1,5,4,0,74.80,67.9,57.33,66.63,74.8,12,3,8,25,66.7,2.75,-0.0001,0.0021,0.17,1.75,,15.89,57.333333333333,1,5,0,31.6,49.3,0,50
ojoCap_1752133278000,"2025-07-10 07:42:08",VANA,2,4,2,0,64.23,58.5,52.86,57.82,64.23,14,1,8,7.1,57.1,3.29,-0.0001,0.0005,,-0.11,,4.87,52.857142857143,1,2,2,47.8,32.6,75,50
ojoCap_1752133278000,"2025-07-10 07:42:08",POPCAT,3,3,0,1,63.69,57.4,52.33,56.79,63.69,18,5,10,27.8,55.6,3.22,0.0002,0.0016,-0.19,1.31,,14.51,52.333333333333,1,1,2,86.4,79.7,100,57.7
ojoCap_1752133278000,"2025-07-10 07:42:08",BNB,4,1,3,1,56.48,51.2,49.38,50.98,56.48,12,0,6,0,50,3.58,0,0.0002,,0.88,,0.27,49.380952380952,1,4,3,37.8,30.4,50,50
ojoCap_1752133278000,"2025-07-10 07:42:08",NXPC,5,2,3,1,56.33,51,49.29,50.79,56.33,10,0,5,0,50,3.3,0.0002,0.0004,0.09,1.21,,2.66,49.285714285714,1,3,1,46,57.9,25,50
ojoCap_1752133218000,"2025-07-10 07:41:08",SOL,1,2,1,1,72.50,65.7,56.29,64.57,72.5,14,6,9,42.9,64.3,2.43,0,0.0006,,,,2.68,56.285714285714,1,2,0,64.6,59.4,75,50
ojoCap_1752133218000,"2025-07-10 07:41:08",SUI,2,5,3,0,68.61,61,54.05,60.17,68.61,10,1,6,10,60,3,0.0001,0.0005,,2.2,,11.07,54.047619047619,1,5,0,31.5,48.8,0,50
ojoCap_1752133218000,"2025-07-10 07:41:08",IO,3,4,1,0,65.48,59.5,53.33,58.76,65.48,12,3,7,25,58.3,2.83,0.0001,0.0009,-0.48,1.95,,8.3,53.333333333333,1,1,3,66,46.9,100,50.3
ojoCap_1752133218000,"2025-07-10 07:41:08",VANA,4,3,1,1,60.72,55.1,51.24,54.64,60.72,13,1,7,7.7,53.8,3.31,-0.0001,0.0005,,-0.11,,4.87,51.238095238095,1,4,1,39.6,33.5,50,50
ojoCap_1752133218000,"2025-07-10 07:41:08",BERA,5,1,4,1,51.27,44.3,46.1,44.52,51.27,14,3,6,21.4,42.9,3.36,-0.0003,0.001,,,,4.18,46.095238095238,1,3,2,48.7,61.4,25,50
ojoCap_1752133158000,"2025-07-10 07:40:08",UNI,1,5,4,0,90.51,82.9,64.48,80.69,90.51,11,4,9,36.4,81.8,2.27,0.0001,0.0011,,1.12,,9.39,64.47619047619,1,1,4,72.1,71.2,75,51.5
ojoCap_1752133158000,"2025-07-10 07:40:08",ADA,2,1,1,1,75.07,68.8,57.76,67.48,75.07,21,1,14,4.8,66.7,3.1,0.0001,0.0004,0.15,1.86,,6.11,57.761904761905,1,3,2,38.1,59,0,50
ojoCap_1752133158000,"2025-07-10 07:40:08",PNUT,3,3,0,1,69.99,64.7,55.81,63.63,69.99,11,2,7,18.2,63.6,3.09,-0.0003,0.0011,,,,-0.01,55.809523809524,1,2,1,64.4,45.8,100,50
ojoCap_1752133158000,"2025-07-10 07:40:08",BNB,4,4,0,0,68.44,62.8,54.9,61.85,68.44,13,0,8,0,61.5,3.46,0,0.0001,,0.88,,0.27,54.904761904762,1,5,1,37.2,29.6,50,50
ojoCap_1752133158000,"2025-07-10 07:40:08",NXPC,5,2,3,1,50.46,45.3,46.57,45.45,50.46,9,0,4,0,44.4,3.44,0.0001,0.0004,0.1,1.22,,2.67,46.571428571429,1,4,2,37.9,44.5,25,50
ojoCap_1752133098000,"2025-07-10 07:39:08",TRX,1,3,2,1,93.72,89.1,67.43,85.98,93.72,16,8,14,50,87.5,1.88,0,0.0001,,-0.32,,-5.31,67.428571428571,1,1,2,61.3,81.4,25,51.2
ojoCap_1752133098000,"2025-07-10 07:39:08",NEAR,2,1,1,1,90.81,84.5,65.24,81.73,90.81,12,5,10,41.7,83.3,2.25,0.0003,0.0008,,0.53,,5.03,65.238095238095,1,5,4,39.3,60,0,50
ojoCap_1752133098000,"2025-07-10 07:39:08",XLM,3,5,2,0,80.21,70.4,50,67.46,80.21,16,3,11,18.8,68.8,2.88,0.0002,0.0007,,,,10.91,50,1,2,3,55.3,58.2,50,50
ojoCap_1752133098000,"2025-07-10 07:39:08",ARB,4,2,2,1,61.92,56.6,50,55.65,61.92,24,5,13,20.8,54.2,3.13,0.0001,0.0008,0.08,1.19,,6.3,50,1,4,2,44.3,15,100,50
ojoCap_1752133098000,"2025-07-10 07:39:08",TON,5,4,1,0,55.63,50.8,49.19,50.57,55.63,8,1,4,12.5,50,3,-0.0003,0.0004,,,,,49.190476190476,1,3,1,49.6,35.4,75,50
ojoCap_1752133038000,"2025-07-10 07:38:08",MOVE,1,1,0,1,78.31,72.8,59.67,71.22,78.31,14,7,10,50,71.4,2.29,0.0006,0.0022,,-0.06,,-0.09,59.666666666667,1,1,0,84.3,75.1,100,53.8
ojoCap_1752133038000,"2025-07-10 07:38:08",WIF,2,4,2,0,65.20,59.8,53.48,59.04,65.2,19,4,11,21.1,57.9,3.05,0.0001,0.0012,,,,0.46,53.47619047619,1,2,2,65.5,59.9,75,50
ojoCap_1752133038000,"2025-07-10 07:38:08",BNB,3,2,1,1,65.04,59.5,53.33,58.76,65.04,12,0,7,0,58.3,3.58,0,0.0002,,0.88,,0.27,53.333333333333,1,4,2,32.7,23.2,50,50
ojoCap_1752133038000,"2025-07-10 07:38:08",ARB,4,5,1,0,64.67,58.8,53,58.1,64.67,23,5,13,21.7,56.5,3.04,0.0002,0.0008,0.19,1.29,,6.38,53,1,5,0,23.4,35.4,0,50
ojoCap_1752133038000,"2025-07-10 07:38:08",ONDO,5,3,2,1,59.48,54.5,50.95,54.07,59.48,19,5,10,26.3,52.6,2.95,0.0002,0.0008,,,,,50.952380952381,1,3,0,45.5,56.4,25,50
ojoCap_1752132978000,"2025-07-10 07:37:08",SHIB,1,3,2,1,84.90,78.2,62.24,76.28,84.9,17,5,13,29.4,76.5,2.53,0.0003,0.0005,,0.63,,5.26,62.238095238095,1,2,1,53.2,54.4,50,50
ojoCap_1752132978000,"2025-07-10 07:37:08",SOL,2,5,3,0,77.45,70.5,58.57,69.07,77.45,13,6,9,46.2,69.2,2.23,0.0001,0.0005,,,,2.68,58.571428571429,1,1,4,82.3,72.5,100,55.8
ojoCap_1752132978000,"2025-07-10 07:37:08",ARB,3,4,1,0,67.28,61.3,54.19,60.45,67.28,22,5,13,22.7,59.1,3,0.0002,0.0008,0.24,1.42,,6.28,54.190476190476,1,5,1,16.1,24.6,0,50
