round_id,settled_at,token_symbol,predicted_rank,actual_rank,rank_difference,is_breakeven,prediction_score,absolute_score,relative_score,predicted_final_value,risk_adjusted_score,total_games,wins,top3,win_rate,top3_rate,avg_rank,avg_value,value_stddev,change_5m,change_1h,change_4h,change_24h,h2h_score,h2h_data_available,hybrid_predicted_rank,hybrid_rank_difference,hybrid_final_score,hybrid_elo_prob,hybrid_mom_score,hybrid_confidence
ojoCap_1752237078000,"2025-07-11 12:32:08",AVAX,2,1,1,1,70.95,61.5,54.29,60.63,70.95,15,3,9,20,60,3,-0.0003,0.0024,,,,7.74,54.285714285714,1,2,1,65.5,74.1,50,50
ojoCap_1752237078000,"2025-07-11 12:32:08",TRX,3,2,1,1,69.49,62.8,54.9,61.85,69.49,13,2,8,15.4,61.5,2.92,-0.0001,0.0004,,4.4,,-2.61,54.904761904762,1,5,3,26.6,41.2,0,50
ojoCap_1752237078000,"2025-07-11 12:32:08",SUI,4,3,1,1,67.11,61.5,54.29,60.63,67.11,15,0,9,0,60,3.2,-0.0001,0.0005,-0.08,-0.58,,8.12,54.285714285714,1,4,1,33,37.1,25,50
ojoCap_1752237078000,"2025-07-11 12:32:08",COOKIE,5,5,0,0,56.29,51.4,49.48,51.17,56.29,14,5,7,35.7,50,2.93,-0.0005,0.0012,,,,,49.47619047619,1,3,2,48.1,34.2,75,50
ojoCap_1752237018000,"2025-07-11 12:31:08",RENDER,1,2,1,1,83.91,78.2,62.24,76.28,83.91,17,2,13,11.8,76.5,2.82,-0.0001,0.001,,,,,62.238095238095,1,3,1,52.4,54.2,50,50
ojoCap_1752237018000,"2025-07-11 12:31:08",ONDO,2,1,1,1,79.38,73.8,60.14,72.16,79.38,11,2,8,18.2,72.7,2.91,0.0001,0.0011,,,,,60.142857142857,1,5,4,33.3,51.8,0,50
ojoCap_1752237018000,"2025-07-11 12:31:08",CHILLGUY,3,3,0,1,74.01,68.5,57.62,67.19,74.01,18,6,12,33.3,66.7,2.61,0.0001,0.0021,0.03,-0.51,,2.79,57.619047619048,1,1,2,67.1,49.1,100,51.5
ojoCap_1752237018000,"2025-07-11 12:31:08",OM,4,4,0,0,65.67,55.1,51.24,54.64,65.67,13,1,7,7.7,53.8,3.15,0.0005,0.0009,,,,10.13,51.238095238095,1,2,2,59.5,51.2,75,50
ojoCap_1752237018000,"2025-07-11 12:31:08",NXPC,5,5,0,0,35.17,62.9,54.95,61.95,35.17,18,10,11,55.6,61.1,2.56,0.0211,0.1151,,,,,54.952380952381,1,4,1,37.2,43.6,25,50
ojoCap_1752236958000,"2025-07-11 12:30:08",LINK,1,2,1,1,86.14,80.8,63.48,78.31,86.14,19,2,15,10.5,78.9,2.95,-0.0002,0.0008,,,,,63.47619047619,1,5,3,36,54.6,0,50
ojoCap_1752236958000,"2025-07-11 12:30:08",APT,2,3,1,1,80.04,74.8,60.62,72.76,80.04,15,1,11,6.7,73.3,3.07,-0.0002,0.0009,,,,0.02,60.619047619048,1,3,0,51.3,38.9,75,50
ojoCap_1752236958000,"2025-07-11 12:30:08",ARB,3,1,2,1,73.74,67.9,57.33,66.38,73.74,12,3,8,25,66.7,2.58,0,0.0013,-0.38,-0.89,,14.75,57.333333333333,1,1,0,74.7,60.8,100,54.5
ojoCap_1752236958000,"2025-07-11 12:30:08",OP,4,5,1,0,70.57,61.5,80,64.16,70.57,15,5,9,33.3,60,2.8,0.0002,0.0012,,,,-0.02,80,1,2,3,52.1,52.7,50,50
ojoCap_1752236958000,"2025-07-11 12:30:08",SOL,5,4,1,0,70.12,68.2,20,61.26,70.12,15,2,10,13.3,66.7,2.93,0,0.0005,,,,4.98,20,1,4,0,36.6,43,25,50
ojoCap_1752236898000,"2025-07-11 12:29:08",POPCAT,1,2,1,1,82.80,76.6,61.48,74.79,82.8,16,2,12,12.5,75,2.69,-0.0001,0.0021,-0.21,-0.47,,10.06,61.47619047619,1,1,1,70,53.5,100,51.7
ojoCap_1752236898000,"2025-07-11 12:29:08",TRX,2,4,2,0,74.75,67.9,57.33,66.63,74.75,12,2,8,16.7,66.7,2.83,0,0.0003,,4.4,,-2.61,57.333333333333,1,4,0,50.3,64.1,25,50
ojoCap_1752236898000,"2025-07-11 12:29:08",OP,3,1,2,1,63.59,58.5,52.86,57.82,63.59,14,4,8,28.6,57.1,2.93,0.0002,0.0012,,,,-0.02,52.857142857143,1,3,2,56,58.5,50,50
ojoCap_1752236898000,"2025-07-11 12:29:08",AIXBT,4,5,1,0,54.66,49.3,48.48,49.2,54.66,19,3,9,15.8,47.4,3.26,-0.0003,0.0015,-0.09,-1.15,,11.64,48.47619047619,1,2,3,61.2,54.6,75,50
ojoCap_1752236898000,"2025-07-11 12:29:08",AAVE,5,3,2,1,37.22,32.9,40.67,33.83,37.22,16,2,5,12.5,31.3,3.81,0,0.0007,,,,,40.666666666667,1,5,2,13,19.3,0,50
ojoCap_1752236838000,"2025-07-11 12:28:08",POPCAT,1,3,2,1,80.82,74.8,60.62,73.1,80.82,15,2,11,13.3,73.3,2.67,0,0.0022,-0.45,-0.71,,9.9,60.619047619048,1,1,2,61.3,41.1,100,50.1
ojoCap_1752236838000,"2025-07-11 12:28:08",DOT,2,2,0,1,73.59,68.2,57.48,66.91,73.59,15,5,10,33.3,66.7,2.67,-0.0004,0.0009,,,,-0.02,57.47619047619,1,4,2,42.5,38.6,50,50
ojoCap_1752236838000,"2025-07-11 12:28:08",OM,3,1,2,1,61.65,51.2,49.38,50.98,61.65,12,0,6,0,50,3.33,0.0006,0.001,,,,10.13,49.380952380952,1,5,4,36.3,42.1,25,50
ojoCap_1752236838000,"2025-07-11 12:28:08",AIXBT,4,4,0,0,54.66,49.3,48.48,49.2,54.66,19,3,9,15.8,47.4,3.32,-0.0003,0.0015,-0.09,-1.15,,11.64,48.47619047619,1,2,2,60.7,53.5,75,50
ojoCap_1752236838000,"2025-07-11 12:28:08",NXPC,5,5,0,0,40.10,66.4,56.62,65.23,40.1,17,10,11,58.8,64.7,2.41,0.023,0.1183,,,,,56.619047619048,1,3,2,48.3,74.7,0,50
ojoCap_1752236778000,"2025-07-11 12:27:08",NEAR,1,1,0,1,88.76,82.9,64.48,80.69,88.76,16,3,13,18.8,81.3,2.38,0.0001,0.001,,,,,64.47619047619,1,5,4,40.1,61.7,0,50
ojoCap_1752236778000,"2025-07-11 12:27:08",BNB,2,4,2,0,82.46,76.2,61.29,74.41,82.46,12,2,9,16.7,75,2.67,-0.0002,0.0004,,0.95,,1.55,61.285714285714,1,4,0,42.4,52.2,25,50
ojoCap_1752236778000,"2025-07-11 12:27:08",SOL,3,3,0,1,73.77,65.7,56.29,64.57,73.77,14,2,9,14.3,64.3,2.93,0,0.0005,,,,4.98,56.285714285714,1,2,1,56.1,60.2,50,50
ojoCap_1752236778000,"2025-07-11 12:27:08",SUI,4,2,2,1,67.16,61.5,54.29,60.63,67.16,15,0,9,0,60,3.27,-0.0002,0.0005,-0.58,0.15,,8.64,54.285714285714,1,3,1,54.2,29.7,100,50
ojoCap_1752236778000,"2025-07-11 12:27:08",COOKIE,5,4,1,0,56.29,51.4,49.48,51.17,56.29,14,5,7,35.7,50,3,-0.0006,0.0013,,,,,49.47619047619,1,1,3,56.3,46.2,75,50
ojoCap_1752236718000,"2025-07-11 12:26:08",TRX,1,2,1,1,71.45,64.7,55.81,63.63,71.45,11,2,7,18.2,63.6,2.91,0,0.0003,,4.4,,-2.61,55.809523809524,1,3,1,55.1,71,25,50
ojoCap_1752236718000,"2025-07-11 12:26:08",AVAX,2,1,1,1,63.95,54.8,51.1,54.36,63.95,15,2,8,13.3,53.3,3.2,-0.0004,0.0024,,,,7.57,51.095238095238,1,1,0,81.1,84.2,75,54.8
ojoCap_1752236718000,"2025-07-11 12:26:08",PENGU,3,4,1,0,41.43,37,42.62,37.67,41.43,17,4,6,23.5,35.3,3.59,0.0003,0.0019,,,,-0.02,42.619047619048,1,2,2,57.3,34.4,100,50
ojoCap_1752236718000,"2025-07-11 12:26:08",AAVE,4,3,1,1,32.37,28.2,38.43,29.43,32.37,15,2,4,13.3,26.7,3.87,0,0.0007,,,,,38.428571428571,1,5,2,16.1,25.2,0,50
ojoCap_1752236718000,"2025-07-11 12:26:08",XLM,5,5,0,0,17.73,13.3,31.33,15.46,17.73,8,0,1,0,12.5,4.13,-0.0015,0.002,,-0.71,,7.36,31.333333333333,1,4,1,40.8,35.2,50,50
ojoCap_1752236658000,"2025-07-11 12:25:08",POPCAT,1,4,3,0,80.97,74.8,60.62,73.1,80.97,15,2,11,13.3,73.3,2.67,0.0001,0.002,-0.44,-0.31,,10.9,60.619047619048,1,5,1,41.8,51.3,25,50
ojoCap_1752236658000,"2025-07-11 12:25:08",CHILLGUY,2,3,1,1,73.93,68.5,57.62,67.19,73.93,18,6,12,33.3,66.7,2.61,0.0002,0.002,-0.26,-0.61,,3.05,57.619047619048,1,4,1,42,65.3,0,50
ojoCap_1752236658000,"2025-07-11 12:25:08",SHIB,3,1,2,1,62.84,57,52.14,56.42,62.84,20,0,11,0,55,3.45,-0.0006,0.0007,,-0.64,,7.61,52.142857142857,1,2,1,52.6,40.5,75,50
ojoCap_1752236658000,"2025-07-11 12:25:08",PEPE,4,2,2,1,58.56,51.4,49.48,51.17,58.56,14,2,7,14.3,50,3.36,-0.0004,0.0008,,0.42,,15.31,49.47619047619,1,1,1,67.6,50.4,100,53
ojoCap_1752236658000,"2025-07-11 12:25:08",TRUMP,5,5,0,0,32.64,55.1,51.24,54.64,32.64,13,2,7,15.4,53.8,3.38,-0.0119,0.0384,,,,4.69,51.238095238095,1,3,2,45.3,42.5,50,50
ojoCap_1752236598000,"2025-07-11 12:24:08",NEAR,1,5,4,0,95.15,89.1,67.43,86.5,95.15,16,3,14,18.8,87.5,2.19,0.0003,0.0009,,,,,67.428571428571,1,4,1,51,64.4,25,50
ojoCap_1752236598000,"2025-07-11 12:24:08",TON,2,2,0,1,80.41,74.8,60.62,73.1,80.41,15,5,11,33.3,73.3,2.53,0.0004,0.0007,,,,,60.619047619048,1,2,0,60.8,67.1,50,50
ojoCap_1752236598000,"2025-07-11 12:24:08",CHILLGUY,3,3,0,1,71.55,66.4,56.62,65.23,71.55,17,6,11,35.3,64.7,2.59,0.0003,0.0021,-0.63,-1.2,,3.24,56.619047619048,1,3,0,58.8,50.4,75,50
ojoCap_1752236598000,"2025-07-11 12:24:08",IO,4,1,3,1,67.72,62,54.52,61.1,67.72,20,4,12,20,60,2.95,0.0001,0.0011,-0.59,-0.33,,10.76,54.52380952381,1,1,0,61.6,40.1,100,50.2
ojoCap_1752236598000,"2025-07-11 12:24:08",SHIB,5,4,1,0,62.84,57,52.14,56.42,62.84,20,0,11,0,55,3.45,-0.0005,0.0008,,-0.64,,7.61,52.142857142857,1,5,1,17.9,28.1,0,50
ojoCap_1752236538000,"2025-07-11 12:23:08",BTC,1,3,2,1,96.44,89.9,67.81,87.25,96.44,17,5,15,29.4,88.2,2.41,0.0001,0.0004,-0.07,0.23,,6.36,67.809523809524,1,1,2,74.5,60.3,100,53.5
ojoCap_1752236538000,"2025-07-11 12:23:08",NEAR,2,2,0,1,94.22,88.2,67,85.66,94.22,15,3,13,20,86.7,2.2,0.0003,0.0009,,,,,67,1,4,2,42.6,65.7,0,50
ojoCap_1752236538000,"2025-07-11 12:23:08",VANA,3,3,0,1,91.64,79.5,62.86,77.5,91.64,22,5,17,22.7,77.3,2.55,0,0.0007,,,,11.61,62.857142857143,1,2,1,56.7,61,50,50
ojoCap_1752236538000,"2025-07-11 12:23:08",CHILLGUY,4,1,3,1,69.23,64.1,55.52,63.07,69.23,16,5,10,31.3,62.5,2.69,0.0001,0.002,-0.74,-0.77,,3.14,55.52380952381,1,3,2,49.8,36.4,75,50
ojoCap_1752236538000,"2025-07-11 12:23:08",SUI,5,5,0,0,68.30,61.5,54.29,60.63,68.3,15,0,9,0,60,3.2,-0.0001,0.0005,,0.61,,9.81,54.285714285714,1,5,0,26.3,26.5,25,50
ojoCap_1752236478000,"2025-07-11 12:22:08",BTC,1,3,2,1,100.00,89.1,100,90.67,100,16,5,14,31.3,87.5,2.38,0.0001,0.0004,-0.07,0.23,,6.36,100,1,1,2,85.6,78.3,100,53.6
ojoCap_1752236478000,"2025-07-11 12:22:08",LINK,2,1,1,1,89.39,84,65,81.26,89.39,22,1,18,4.5,81.8,2.95,-0.0001,0.0008,,,,,65,1,3,2,44.5,55.3,25,50
ojoCap_1752236478000,"2025-07-11 12:22:08",BNB,3,4,1,0,82.06,76.2,61.29,74.05,82.06,12,2,9,16.7,75,2.67,-0.0002,0.0004,,0.95,,1.55,61.285714285714,1,2,2,67.6,63.8,75,50
ojoCap_1752236478000,"2025-07-11 12:22:08",SHIB,4,2,2,1,52.10,54.5,0,46.65,52.1,19,0,10,0,52.6,3.53,-0.0005,0.0008,,-0.64,,7.61,0,1,4,2,40.9,35.5,50,50
ojoCap_1752236478000,"2025-07-11 12:22:08",AAVE,5,5,0,0,34.47,30,39.29,31.34,34.47,14,2,4,14.3,28.6,3.79,0,0.0007,,,,,39.285714285714,1,5,0,11.5,17.1,0,50
ojoCap_1752236418000,"2025-07-11 12:21:08",CHILLGUY,1,5,4,0,73.81,68.2,57.48,66.91,73.81,15,5,10,33.3,66.7,2.53,0.0004,0.0017,-0.56,0.3,,4.3,57.47619047619,1,1,4,85.9,78.1,100,55.8
ojoCap_1752236418000,"2025-07-11 12:21:08",TRX,2,1,1,1,62.07,55.6,51.48,55.11,62.07,11,1,6,9.1,54.5,3.27,0,0.0003,,4.4,,-2.61,51.47619047619,1,4,3,33.9,52.1,0,50
ojoCap_1752236418000,"2025-07-11 12:21:08",OM,3,2,1,1,52.58,46.6,47.19,46.67,52.58,11,0,5,0,45.5,3.45,0.0007,0.0009,,-0.51,,10.56,47.190476190476,1,2,0,57,47.1,75,50
ojoCap_1752236418000,"2025-07-11 12:21:08",PNUT,4,3,1,1,52.26,47.5,47.62,47.51,52.26,13,1,6,7.7,46.2,3.46,-0.0004,0.001,,,,-0.01,47.619047619048,1,3,0,47.3,46.6,50,50
ojoCap_1752236418000,"2025-07-11 12:21:08",XLM,5,4,1,0,17.73,13.3,31.33,15.46,17.73,8,0,1,0,12.5,4.25,-0.0014,0.002,,-0.71,,7.36,31.333333333333,1,5,1,25.3,26.1,25,50
ojoCap_1752236358000,"2025-07-11 12:20:08",MOVE,1,3,2,1,82.57,76.2,61.29,74.41,82.57,12,2,9,16.7,75,2.5,0.0007,0.0014,,-0.18,,5.76,61.285714285714,1,1,2,63.9,71.7,50,51.6
ojoCap_1752236358000,"2025-07-11 12:20:08",DOT,2,4,2,0,78.34,72.8,59.67,71.22,78.34,14,5,10,35.7,71.4,2.57,-0.0003,0.0009,,,,-0.02,59.666666666667,1,2,2,56,45.1,75,50
ojoCap_1752236358000,"2025-07-11 12:20:08",ETH,3,2,1,1,63.40,57.8,52.52,57.17,63.4,7,0,4,0,57.1,3.57,0,0.0004,-0.07,-0.04,,7.89,52.52380952381,1,3,1,52.4,27.3,100,50
ojoCap_1752236358000,"2025-07-11 12:20:08",NXPC,4,1,3,1,63.00,64.1,55.52,63.07,63,16,9,10,56.3,62.5,2.5,0.0056,0.0971,,,,,55.52380952381,1,4,3,41.7,64.6,0,50
ojoCap_1752236358000,"2025-07-11 12:20:08",WIF,5,5,0,0,37.38,37,42.62,37.67,37.38,17,6,6,35.3,35.3,3.59,0.0125,0.0704,,-0.05,,2.27,42.619047619048,1,5,0,36,41.3,25,50
ojoCap_1752236298000,"2025-07-11 12:19:08",TON,1,1,0,1,78.00,72.8,59.67,70.91,78,14,4,10,28.6,71.4,2.64,0.0004,0.0007,,,,,59.666666666667,1,4,3,42.2,50.8,25,50
ojoCap_1752236298000,"2025-07-11 12:19:08",CHILLGUY,2,4,2,0,73.64,68.2,60,67.02,73.64,15,5,10,33.3,66.7,2.6,0.0003,0.0018,-0.68,-0.67,,3.48,60,1,1,3,69.7,66.4,75,50.8
ojoCap_1752236298000,"2025-07-11 12:19:08",ARB,3,2,1,1,71.73,65.7,56.29,64.34,71.73,14,4,9,28.6,64.3,2.57,0.0002,0.0013,-0.38,-0.05,,15.46,56.285714285714,1,2,0,65.8,47,100,50
ojoCap_1752236298000,"2025-07-11 12:19:08",OP,4,5,1,0,67.82,62.8,54.9,61.66,67.82,13,4,8,30.8,61.5,2.77,0.0004,0.0012,,,,-0.02,54.904761904762,1,3,2,50.6,50.4,50,50
ojoCap_1752236298000,"2025-07-11 12:19:08",AIXBT,5,3,2,1,53.31,49.3,40,47.96,53.31,19,4,9,21.1,47.4,3.21,-0.0001,0.0015,0.25,-1.22,,10.65,40,1,5,2,23.4,35.4,0,50
ojoCap_1752236238000,"2025-07-11 12:18:08",BTC,1,1,0,1,94.74,88.2,67,85.66,94.74,15,4,13,26.7,86.7,2.47,0.0001,0.0004,0.09,0.27,,6.42,67,1,4,3,39.9,60.8,0,50
ojoCap_1752236238000,"2025-07-11 12:18:08",DOT,2,4,2,0,83.90,78.2,62.24,76.28,83.9,13,5,10,38.5,76.9,2.46,-0.0002,0.0008,,,,-0.02,62.238095238095,1,1,3,67,48.9,100,50.9
ojoCap_1752236238000,"2025-07-11 12:18:08",TON,3,2,1,1,78.35,72.8,59.67,71.22,78.35,14,4,10,28.6,71.4,2.71,0.0004,0.0008,,,,,59.666666666667,1,3,1,61.4,53.5,75,50
ojoCap_1752236238000,"2025-07-11 12:18:08",DOGE,4,5,1,0,73.30,67.9,57.33,66.63,73.3,12,2,8,16.7,66.7,2.75,-0.0004,0.0009,,,,,57.333333333333,1,2,3,62.6,68.7,50,50
ojoCap_1752236238000,"2025-07-11 12:18:08",SHIB,5,3,2,1,54.90,49.3,48.48,49.2,54.9,19,0,9,0,47.4,3.58,-0.0005,0.0008,,-0.64,,7.61,48.47619047619,1,5,2,20.1,18.1,25,50
ojoCap_1752236178000,"2025-07-11 12:17:08",BTC,1,3,2,1,94.75,88.2,67,85.66,94.75,15,4,13,26.7,86.7,2.47,0.0001,0.0004,0.13,0.27,,6.42,67,1,4,1,45.4,70.2,0,50
ojoCap_1752236178000,"2025-07-11 12:17:08",COOKIE,2,5,3,0,60.10,55.1,51.24,54.64,60.1,13,5,7,38.5,53.8,2.85,-0.0005,0.0013,,,,,51.238095238095,1,1,4,64.1,58.6,75,51.1
ojoCap_1752236178000,"2025-07-11 12:17:08",PEPE,3,2,1,1,58.63,51.4,49.48,51.17,58.63,14,3,7,21.4,50,3.29,-0.0003,0.0009,,0.59,,15.28,49.47619047619,1,5,3,31.9,35.7,25,50
ojoCap_1752236178000,"2025-07-11 12:17:08",OM,4,4,0,0,57.12,51,49.29,50.79,57.12,10,0,5,0,50,3.4,0.0009,0.0007,,-0.51,,10.56,49.285714285714,1,2,2,58.5,36.6,100,50
ojoCap_1752236178000,"2025-07-11 12:17:08",NXPC,5,1,4,1,34.18,61.5,54.29,60.63,34.18,15,8,9,53.3,60,2.6,-0.0142,0.0584,,,,,54.285714285714,1,3,2,48.8,48.8,50,50
ojoCap_1752236118000,"2025-07-11 12:16:08",NEAR,1,1,0,1,93.09,87.1,66.48,84.63,93.09,14,2,12,14.3,85.7,2.29,0.0003,0.0009,,,,,66.47619047619,1,2,1,67.4,62.6,75,50
ojoCap_1752236118000,"2025-07-11 12:16:08",LINK,2,3,1,1,89.89,84,65,81.72,89.89,22,2,18,9.1,81.8,2.86,0,0.0009,,,,,65,1,4,1,40.1,48.8,25,50
ojoCap_1752236118000,"2025-07-11 12:16:08",SUI,3,4,1,0,71.96,65.7,56.29,64.57,71.96,14,0,9,0,64.3,3.14,-0.0001,0.0005,0.61,0.46,,9.69,56.285714285714,1,5,1,23,35.4,0,50
ojoCap_1752236118000,"2025-07-11 12:16:08",PEPE,4,5,1,0,62.45,55.1,51.24,54.64,62.45,13,3,7,23.1,53.8,3.15,-0.0003,0.0009,,0.59,,15.34,51.238095238095,1,3,2,51.9,52.6,50,50
ojoCap_1752236118000,"2025-07-11 12:16:08",GOAT,5,2,3,1,51.74,44.3,46.1,44.52,51.74,14,4,6,28.6,42.9,3.21,0.0001,0.0024,-0.48,1.11,,38.94,46.095238095238,1,1,1,67.8,50.6,100,50.1
ojoCap_1752236058000,"2025-07-11 12:15:08",BTC,1,3,2,1,93.60,87.1,66.48,84.63,93.6,14,4,12,28.6,85.7,2.43,0.0001,0.0004,0.11,0.21,,6.4,66.47619047619,1,4,1,44,68,0,50
ojoCap_1752236058000,"2025-07-11 12:15:08",NEAR,2,2,0,1,91.85,85.9,65.9,83.5,91.85,13,2,11,15.4,84.6,2.31,0.0004,0.001,,,,,65.904761904762,1,3,1,47.6,45.6,50,50
ojoCap_1752236058000,"2025-07-11 12:15:08",RENDER,3,4,1,0,90.00,84.1,65.05,81.81,90,17,2,14,11.8,82.4,2.71,-0.0001,0.001,,,,,65.047619047619,1,1,3,69.6,66.6,75,50.7
ojoCap_1752236058000,"2025-07-11 12:15:08",PEPE,4,1,3,1,58.39,51.2,49.38,50.98,58.39,12,2,6,16.7,50,3.33,-0.0003,0.001,,0.5,,15.29,49.380952380952,1,5,4,23.2,22.7,25,50
ojoCap_1752236058000,"2025-07-11 12:15:08",WIF,5,5,0,0,3.69,39.1,43.62,39.64,3.69,16,6,6,37.5,37.5,3.5,0.0136,0.0725,,-0.05,,2.27,43.619047619048,1,2,3,65.9,47.1,100,50
ojoCap_1752235998000,"2025-07-11 12:14:08",BTC,1,1,0,1,86.65,80,63.1,77.97,86.65,14,3,11,21.4,78.6,2.64,0.0001,0.0004,,0.05,,6.29,63.095238095238,1,1,0,82.1,71.8,100,56.1
ojoCap_1752235998000,"2025-07-11 12:14:08",SOL,2,2,0,1,78.61,70.4,58.52,68.97,78.61,16,2,11,12.5,68.8,3,0,0.0006,,,,4.98,58.52380952381,1,4,2,34.7,53,0,50
ojoCap_1752235998000,"2025-07-11 12:14:08",TRX,3,5,2,0,67.64,61,54.05,60.17,67.64,10,1,6,10,60,3.1,0,0.0003,,4.4,,-2.61,54.047619047619,1,3,2,49.7,62.3,25,50
ojoCap_1752235998000,"2025-07-11 12:14:08",SHIB,4,4,0,0,57.48,51.8,49.67,51.54,57.48,18,0,9,0,50,3.56,-0.0006,0.0008,,-0.64,,7.61,49.666666666667,1,5,1,33.5,24.2,50,50
ojoCap_1752235998000,"2025-07-11 12:14:08",OM,5,3,2,1,51.24,45.3,46.57,45.45,51.24,9,0,4,0,44.4,3.44,0.0009,0.0008,,-0.51,,10.56,46.571428571429,1,2,1,51.7,38.8,75,50
ojoCap_1752235938000,"2025-07-11 12:13:08",DOT,1,1,0,1,81.84,76.2,61.29,74.41,81.84,12,4,9,33.3,75,2.58,-0.0003,0.0008,,,,-0.02,61.285714285714,1,1,0,59.7,51.4,75,51.6
ojoCap_1752235938000,"2025-07-11 12:13:08",BNB,2,2,0,1,73.63,67.9,57.33,66.63,73.63,12,2,8,16.7,66.7,2.92,-0.0002,0.0004,,,,0.6,57.333333333333,1,4,2,45.8,70.9,0,50
ojoCap_1752235938000,"2025-07-11 12:13:08",ETH,3,4,1,0,69.04,63.3,55.14,62.32,69.04,8,0,5,0,62.5,3.38,0.0004,0.001,-0.01,-0.22,,7.84,55.142857142857,1,3,1,46.9,45.5,50,50
ojoCap_1752235938000,"2025-07-11 12:13:08",AAVE,4,5,1,0,41.54,37.1,42.67,37.77,41.54,14,2,5,14.3,35.7,3.57,0.0002,0.0008,,,,,42.666666666667,1,2,3,51.7,26.5,100,50
ojoCap_1752235938000,"2025-07-11 12:13:08",TRUMP,5,3,2,1,23.71,51.2,49.38,50.98,23.71,12,2,6,16.7,50,3.42,-0.0129,0.0399,,,,4.69,49.380952380952,1,5,2,45.5,55.7,25,50
ojoCap_1752235878000,"2025-07-11 12:12:08",NXPC,1,1,0,1,89.70,58.5,52.86,57.82,89.7,14,7,8,50,57.1,2.71,-0.0153,0.0605,,,,,52.857142857143,1,4,3,41.3,36.5,50,50
ojoCap_1752235878000,"2025-07-11 12:12:08",APT,2,3,1,1,79.59,74,60.24,72.35,79.59,18,1,13,5.6,72.2,3.06,-0.0003,0.0008,,,,0.02,60.238095238095,1,5,2,37.8,58.1,0,50
ojoCap_1752235878000,"2025-07-11 12:12:08",SUI,3,4,1,0,78.92,72.8,59.67,71.22,78.92,14,0,10,0,71.4,3.07,-0.0001,0.0005,0.09,-0.41,,9.15,59.666666666667,1,1,3,68.6,50.9,100,51.5
ojoCap_1752235878000,"2025-07-11 12:12:08",PEPE,4,5,1,0,62.76,55.6,51.48,55.11,62.76,11,2,6,18.2,54.5,3.18,-0.0002,0.001,,0.15,,15.11,51.47619047619,1,3,2,41.9,51.7,25,50
ojoCap_1752235878000,"2025-07-11 12:12:08",WLD,5,2,3,1,29.18,50.8,49.19,50.61,29.18,8,3,4,37.5,50,3,0.1737,0.3258,,-0.5,,16.84,49.190476190476,1,2,0,60.9,52.8,75,50
ojoCap_1752235818000,"2025-07-11 12:11:08",NEAR,1,2,1,1,90.41,84.5,65.24,82.19,90.41,12,2,10,16.7,83.3,2.33,0.0004,0.001,,,,,65.238095238095,1,4,2,42,64.4,0,50
ojoCap_1752235818000,"2025-07-11 12:11:08",APT,2,1,1,1,77.84,72.3,59.43,70.76,77.84,17,0,12,0,70.6,3.18,-0.0003,0.0008,,,,0.02,59.428571428571,1,5,4,39.8,48.5,25,50
ojoCap_1752235818000,"2025-07-11 12:11:08",PNUT,3,3,0,1,52.26,47.5,47.62,47.51,52.26,13,2,6,15.4,46.2,3.31,-0.0003,0.001,,,,-0.01,47.619047619048,1,2,1,56,45.6,75,50
ojoCap_1752235818000,"2025-07-11 12:11:08",AAVE,4,4,0,0,44.33,39.8,43.95,40.3,44.33,13,2,5,15.4,38.5,3.54,0.0002,0.0009,,,,,43.952380952381,1,3,1,53.2,27.5,100,50
ojoCap_1752235818000,"2025-07-11 12:11:08",NXPC,5,4,1,0,40.15,65.7,56.29,64.57,40.15,14,8,9,57.1,64.3,2.5,-0.015,0.0606,,,,,56.285714285714,1,1,3,59.2,63.9,50,50.6
ojoCap_1752235758000,"2025-07-11 12:10:08",SHIB,1,4,3,0,63.25,57.4,52.33,56.79,63.25,18,0,10,0,55.6,3.5,-0.0005,0.0009,,-0.64,,7.61,52.333333333333,1,1,3,62.6,42,100,50.4
ojoCap_1752235758000,"2025-07-11 12:10:08",AIXBT,2,2,0,1,62.02,56.7,52,56.14,62.02,22,6,12,27.3,54.5,2.95,0.0001,0.0016,0.12,-2.29,,10.37,52,1,2,0,60.9,67.3,50,50
ojoCap_1752235758000,"2025-07-11 12:10:08",PNUT,3,3,0,1,47.52,42.9,45.43,43.2,47.52,12,2,5,16.7,41.7,3.33,-0.0003,0.001,,,,-0.01,45.428571428571,1,4,1,42.2,52.2,25,50
ojoCap_1752235758000,"2025-07-11 12:10:08",PENGU,4,5,1,0,43.60,39.1,43.62,39.64,43.6,16,4,6,25,37.5,3.5,0.0003,0.0019,,,,-0.02,43.619047619048,1,3,2,53.9,42.2,75,50
ojoCap_1752235758000,"2025-07-11 12:10:08",TRUMP,5,1,4,1,27.06,51.2,49.38,50.98,27.06,12,2,6,16.7,50,3.42,-0.0131,0.0398,,,,4.69,49.380952380952,1,5,4,29.8,46.2,0,50
ojoCap_1752235698000,"2025-07-11 12:09:08",LINK,1,3,2,1,89.89,84,65,81.72,89.89,22,3,18,13.6,81.8,2.77,0,0.0009,,,,,65,1,4,1,44.8,69.1,0,50
ojoCap_1752235698000,"2025-07-11 12:09:08",SHIB,2,5,3,0,66.45,60.5,53.81,59.7,66.45,17,0,10,0,58.8,3.41,-0.0004,0.001,,-0.64,,7.61,53.809523809524,1,1,4,69.4,52.8,100,53.2
